datahora;satelite;pais;estado;municipio;bioma;diasemchuva;precipitacao;riscofogo;latitude;longitude;frp;latitude1;longitude2
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.932;-47.785;35,2;-15,932;-47,785
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.781;-48.112;21,2;-15,781;-48,112
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;19;0;-999;-15.791;-48,11;65,2;-15,791;-48,11
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;-999;-15.792;-48.122;12,5;-15,792;-48,122
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;28;0;1;-15.887;-48.139;17,8;-15,887;-48,139
18/07/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;13;0;1;-15.896;-47.745;45,2;-15,896;-47,745
27/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15,67;-47.667;14,8;-15,67;-47,667
27/07/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15.671;-47.681;219,9;-15,671;-47,681
01/08/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;16;0;1;-15.917;-47,79;5,8;-15,917;-47,79
01/08/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;15;0;1;-15.937;-48.119;5;-15,937;-48,119
03/08/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;17;0,1;1;-15.977;-47.756;19,5;-15,977;-47,756
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.768;-47.652;19,7;-15,768;-47,652
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;3;0;1;-15.769;-47.662;71,2;-15,769;-47,662
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.967;-47.751;26,5;-15,967;-47,751
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;5;0;1;-15.969;-47.761;164,3;-15,969;-47,761
08/08/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;8;0;1;-15,97;-47.771;8,4;-15,97;-47,771
07/08/2019 16:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;6;0;1;-15,97;-47.769;76,9;-15,97;-47,769
07/08/2019 16:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;8;0;1;-15.975;-47.775;53,6;-15,975;-47,775
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;11;0;1;-15.744;-47.701;15,9;-15,744;-47,701
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;14;0;1;-15.922;-48,19;16,1;-15,922;-48,19
10/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;9;0;1;-15.973;-47.625;12,3;-15,973;-47,625
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;-999;-15.845;-47.966;23,4;-15,845;-47,966
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;20;0;1;-15.964;-47.753;21,4;-15,964;-47,753
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-15.965;-47.763;20,1;-15,965;-47,763
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;72;0;1;-16,01;-47.899;23,6;-16,01;-47,899
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;78;0;1;-16,03;-47.907;20;-16,03;-47,907
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;82;0;1;-16.031;-47.916;9,9;-16,031;-47,916
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-16.011;-47.909;19,6;-16,011;-47,909
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;73;0;1;-16.019;-47.898;76,8;-16,019;-47,898
26/08/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-16.021;-47.908;25;-16,021;-47,908
20/08/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;14;0;1;-15.629;-47.605;30;-15,629;-47,605
19/08/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;24;0;1;-15,92;-47.787;23;-15,92;-47,787
21/08/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;18;0;1;-15.749;-47.674;17,8;-15,749;-47,674
21/08/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;21;0;1;-15.751;-47.691;43,4;-15,751;-47,691
28/08/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;27;0;1;-15.729;-48.153;22;-15,729;-48,153
31/08/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;25;0;1;-15.577;-47.497;32,2;-15,577;-47,497
03/09/2019 17:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;80;0;1;-15.966;-47.987;84,9;-15,966;-47,987
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;34;0,1;1;-15.694;-48.129;7,6;-15,694;-48,129
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;37;0,1;1;-15.801;-48.173;11;-15,801;-48,173
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;70;0,4;1;-15.953;-48.014;15,2;-15,953;-48,014
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;70;0,4;1;-15.962;-48.012;20,5;-15,962;-48,012
02/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;28;0,1;1;-15.988;-48.256;11;-15,988;-48,256
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;38;0;1;-16.031;-48.203;42;-16,031;-48,203
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;35;0;1;-16.034;-48.223;33,6;-16,034;-48,223
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;38;0;1;-16.044;-48.201;25,6;-16,044;-48,201
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;67;0;1;-15.873;-47.941;41,8;-15,873;-47,941
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;68;0;1;-15.875;-47.953;39,6;-15,875;-47,953
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;72;0;1;-15.885;-47.951;14,1;-15,885;-47,951
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;73;0;1;-15.893;-47.938;44,7;-15,893;-47,938
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;75;0;1;-15.895;-47,95;104,7;-15,895;-47,95
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;79;0;1;-15.962;-47.992;40,1;-15,962;-47,992
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;38;0;1;-16.028;-48.189;29,3;-16,028;-48,189
04/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;1;-16.033;-47.837;19,1;-16,033;-47,837
05/09/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;50;0;1;-15.617;-47.878;75,2;-15,617;-47,878
05/09/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;50;0;1;-15.619;-47.873;78,1;-15,619;-47,873
05/09/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;48;0;1;-15.631;-47.877;36,3;-15,631;-47,877
05/09/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;47;0;1;-15.633;-47.871;26,9;-15,633;-47,871
05/09/2019 17:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;42;0;1;-15.791;-48.064;45,9;-15,791;-48,064
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;46;0;1;-15.682;-47.761;25,4;-15,682;-47,761
12/09/2019 17:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;73;0;1;-15.964;-47.863;160,3;-15,964;-47,863
12/09/2019 17:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;74;0;1;-15.948;-47.867;58,4;-15,948;-47,867
12/09/2019 17:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;71;0;1;-15.958;-47.856;264;-15,958;-47,856
12/09/2019 17:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-16.044;-47.831;72,2;-16,044;-47,831
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;68;0;1;-15.531;-47.925;34,9;-15,531;-47,925
06/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;47;0;1;-15.642;-47.884;23,3;-15,642;-47,884
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.607;-47.802;121;-15,607;-47,802
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;53;0;1;-15.609;-47.812;42,8;-15,609;-47,812
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;50;0;1;-15.615;-47.791;31,3;-15,615;-47,791
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.616;-47.801;26;-15,616;-47,801
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;68;0;-999;-15,85;-48.034;11,1;-15,85;-48,034
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;36;0;1;-15.917;-47.502;16,9;-15,917;-47,502
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;39;0;1;-15.962;-47.761;20,1;-15,962;-47,761
11/09/2019 16:50;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;42;0;1;-15.963;-47.771;59,4;-15,963;-47,771
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;41;0;1;-15.736;-48.134;58;-15,736;-48,134
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;42;0;1;-15.737;-48,14;65,7;-15,737;-48,14
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;42;0;1;-15.738;-48.149;30,4;-15,738;-48,149
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;40;0;1;-15.747;-48.132;35,3;-15,747;-48,132
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;40;0;1;-15.748;-48.139;46,2;-15,748;-48,139
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;41;0;1;-15.749;-48.148;36,3;-15,749;-48,148
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.757;-47.749;30,5;-15,757;-47,749
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;54;0;1;-15.758;-47.763;42,3;-15,758;-47,763
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;57;0;1;-15.773;-47,79;300,1;-15,773;-47,79
13/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.775;-47.804;107,3;-15,775;-47,804
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;78;0;1;-15,9;-48.002;65,3;-15,9;-48,002
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;79;0;1;-15.901;-47.997;96,6;-15,901;-47,997
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;76;0;1;-15.904;-48.016;62,8;-15,904;-48,016
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;82;0;1;-15.913;-47.995;38,9;-15,913;-47,995
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.955;-47,79;19,7;-15,955;-47,79
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;55;0;1;-15,96;-47.802;17,8;-15,96;-47,802
14/09/2019 17:20;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;1;-15.963;-48.136;31,2;-15,963;-48,136
17/09/2019 16:10;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;64;0;1;-15.904;-47,82;548,1;-15,904;-47,82
17/09/2019 16:10;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-15.905;-47.813;524,9;-15,905;-47,813
17/09/2019 16:10;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;74;0;1;-15.909;-47.854;95,2;-15,909;-47,854
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;47;0;1;-15.775;-47.692;21,2;-15,775;-47,692
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;59;0;1;-15,92;-47,8;37;-15,92;-47,8
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;61;0;1;-15.921;-47.809;75;-15,921;-47,809
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;47;0;1;-15.969;-47.631;19,5;-15,969;-47,631
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;48;0;1;-15,97;-47,64;34,9;-15,97;-47,64
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.979;-47.638;8,8;-15,979;-47,638
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;43;0;1;-15.705;-47.522;78,6;-15,705;-47,522
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;43;0;1;-15.706;-47.532;10;-15,706;-47,532
18/09/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;63;0;1;-15.725;-47.792;47;-15,725;-47,792
20/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;1;-15.959;-47.785;59,2;-15,959;-47,785
20/09/2019 16:40;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;52;0;1;-15.703;-47.703;16,8;-15,703;-47,703
15/09/2019 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;53;0;1;-15.662;-48.175;41;-15,662;-48,175
15/09/2019 16:25;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;53;0;1;-15.659;-48.149;107,1;-15,659;-48,149
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;43;0;1;-15.636;-47,72;8,9;-15,636;-47,72
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;44;0;1;-15.641;-47.723;12,9;-15,641;-47,723
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;54;0;1;-15.717;-47.906;35,2;-15,717;-47,906
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;39;0;1;-15.722;-47.689;29,2;-15,722;-47,689
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;41;0;1;-15.724;-47.699;42,1;-15,724;-47,699
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;-999;-15.725;-47.894;22;-15,725;-47,894
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;54;0;1;-15.726;-47.904;73,3;-15,726;-47,904
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;63;0;-999;-15.835;-47.951;12,9;-15,835;-47,951
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-15.914;-47.993;83,8;-15,914;-47,993
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;79;0;1;-15.923;-47.991;7,9;-15,923;-47,991
09/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;49;0;1;-16,01;-48,14;8,7;-16,01;-48,14
25/09/2019 17:00;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;70;0,5;-999;-15.868;-47.815;32;-15,868;-47,815
22/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;55;0;1;-15.772;-47.721;43,8;-15,772;-47,721
22/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;53;0;1;-15,77;-47.703;85,8;-15,77;-47,703
22/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;54;0;1;-15.767;-47.708;112,6;-15,767;-47,708
22/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;64;0;1;-15.724;-47.767;16,3;-15,724;-47,767
22/09/2019 16:30;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;61;0;1;-15.722;-47.749;26,2;-15,722;-47,749
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;54;0;1;-15.955;-47.791;25;-15,955;-47,791
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.963;-47.784;78,1;-15,963;-47,784
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;55;0;1;-15.965;-47.796;36,9;-15,965;-47,796
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;51;0;1;-15.611;-47,76;16,3;-15,611;-47,76
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;1;-15.646;-47.852;17,8;-15,646;-47,852
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;61;0;1;-15.691;-47.874;12,4;-15,691;-47,874
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.692;-47.881;11;-15,692;-47,881
16/09/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.738;-47.781;21,3;-15,738;-47,781
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.577;-48.135;33,6;-15,577;-48,135
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-15.564;-47,92;17,9;-15,564;-47,92
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;58;0;1;-15.586;-48.119;388,9;-15,586;-48,119
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.588;-48.133;136,3;-15,588;-48,133
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-15.904;-48.153;19;-15,904;-48,153
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;96;0,1;1;-15.919;-47.974;13,4;-15,919;-47,974
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;63;0;1;-15.721;-47.756;25,4;-15,721;-47,756
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;64;0;1;-15.902;-48.139;34,4;-15,902;-48,139
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;58;0;1;-15.597;-48.117;123,5;-15,597;-48,117
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-15.591;-48.147;47,9;-15,591;-48,147
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;57;0;1;-15.597;-48.112;50,4;-15,597;-48,112
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;77;0;1;-15.566;-47.925;16,6;-15,566;-47,925
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;56;0;1;-15.584;-48.105;23,3;-15,584;-48,105
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;59;0;1;-15.599;-48.126;135,2;-15,599;-48,126
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;60;0;1;-15.599;-48.132;88,7;-15,599;-48,132
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;48;0;1;-15.716;-47.519;21,1;-15,716;-47,519
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-15.721;-47.746;36,6;-15,721;-47,746
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;61;0;1;-15.718;-47.741;14,5;-15,718;-47,741
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;72;0,2;-999;-15.817;-47.984;20,1;-15,817;-47,984
23/09/2019 17:15;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;62;0;1;-15,58;-48.148;12,4;-15,58;-48,148
29/09/2019 16:35;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;0;2,1;1;-15.991;-48.073;23,7;-15,991;-48,073
04/10/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;4;0;1;-16.047;-48.249;83,9;-16,047;-48,249
04/10/2019 16:55;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;4;0;1;-15.685;-47.649;34;-15,685;-47,649
02/10/2019 17:05;AQUA_M-T;Brasil;DISTRITO FEDERAL;BRASILIA;Cerrado;2;0;1;-15.607;-47.889;14,3;-15,607;-47,889
